elapsed_ms,cpu_util,ram_used,ram_total,gpu0_util,gpu0_vram_alloc,gpu0_vram_used,gpu0_vram_total,gpu1_util,gpu1_vram_alloc,gpu1_vram_used,gpu1_vram_total
8242,8.6,4221792256,26256531456,92,731906048,2077687808,17102733312,0,0,988676096,6442319872
8344,6.2,4221792256,26256531456,92,731906048,2077687808,17102733312,0,0,988676096,6442319872
8446,8.0,4222050304,26256531456,93,731906048,2077687808,17102733312,0,0,988676096,6442319872
8548,10.1,4222050304,26256531456,89,731906048,2077687808,17102733312,0,0,988676096,6442319872
8653,8.3,4222050304,26256531456,89,731906048,2077687808,17102733312,0,0,988676096,6442319872
8755,8.6,4222050304,26256531456,92,731906048,2077687808,17102733312,0,0,988676096,6442319872
8856,8.0,4222050304,26256531456,92,731906048,2077687808,17102733312,0,0,988676096,6442319872
8958,8.5,4222050304,26256531456,92,731906048,2077687808,17102733312,0,0,988676096,6442319872
9060,12.7,4222566400,26256531456,92,731906048,2077687808,17102733312,0,0,988676096,6442319872
9166,8.3,4222566400,26256531456,93,731906048,2077687808,17102733312,0,0,988676096,6442319872
9268,7.4,4222566400,26256531456,93,731906048,2077687808,17102733312,0,0,988676096,6442319872
9370,12.3,4222558208,26256531456,93,731906048,2077687808,17102733312,0,0,988676096,6442319872
9473,8.5,4222558208,26256531456,93,731906048,2077687808,17102733312,0,0,988676096,6442319872
9575,7.3,4222558208,26256531456,93,731906048,2077687808,17102733312,0,0,988676096,6442319872
9677,8.5,4222816256,26256531456,93,731906048,2077687808,17102733312,0,0,988676096,6442319872
9781,7.3,4222816256,26256531456,92,731906048,2077687808,17102733312,0,0,988676096,6442319872
9883,8.5,4222816256,26256531456,92,731906048,2077687808,17102733312,0,0,988676096,6442319872
